28.750625708102|1| [(0.4209790739696473, 1.4822823057572045, 0.0)] 
28.942797498906|1| [(0.29509406932629645, 0.49986156064551324, 0.0)] 
29.098671382597|1| [(-0.47819953062571585, 1.8576212535845116, 0.0)]
29.104980184979|1| [(-0.6978170928390075, 0.5457741651528827, 0.0)] 
29.199640026474|1| [(-0.2645764924430599, 2.8332300395704806, 0.0)]
29.451740026474|1| [(-0.600324333831668, 0.9531293208710849, 0.0)]
29.863702942515|1| [(0.7677759130601771, 3.504957328957971, 0.0)] 
30.014782811543|1| [(-0.4031998606515117, 2.147197636018973, 0.0)]
30.269174265189|1| [(-0.42315890088987845, 0.7670265975563477, 0.0)] 
30.447349640286|1| [(-0.1566750598916163, 1.836504180294772, 0.0)]
30.485140345928|1| [(1.6279219918651506, 2.6362281816545874, 0.0) ]
30.784320034521|1| [(-0.21089825453236694, 0.7174355351210883, 0.0)] 
34.901753981065|2| [(-0.34822735050693154, 1.873561237938702, 0.0), (0.8574894147459418, 3.1348635896574706, 0.0)]
35.214935541510|2| [(-0.41035241773352027, 0.28038023761473596, 0.0), (-0.19209724734537303, 3.1561169021297246, 0.0)]
35.590885872045|2| [(-0.675201388541609, 0.45967100180375087, 0.0), (0.1622608663747087, 1.8707002151058987, 0.0)]
35.798825353221|2| [(1.186507040518336, 3.784315772703849, 0.0), (0.31961712217889726, 1.7325536840362474, 0.0)]
36.459961974885|2| [(-0.5615779103245586, 0.412396005471237, 0.0), (1.60830354958307, 2.790314697078429, 0.0)]
49.298736095883|1| [(0.5344390651676805, 3.2599311592057347, 0.0)]
49.650428153572|1| [(-0.1792907641890148, 0.7016317899494122, 0.0)] 
49.759389393786|1| [(-0.23256028455216438, 0.9230885811266489, 0.0)]
49.935671076240|1| [(0.13542174741936225, 2.321243191681181, 0.0)]
50.234461147874|1| [(-0.2648489708080888, 1.7023085855180398, 0.0)] 
50.083349628396|1| [(-0.2738407568540424, 1.0847363711800426, 0.0)]
50.387007765315|1| [(0.5999973597936332, 2.8136115972884, 0.0)]
50.225186424766|1| [(-0.28283254289999604, 0.5321502469014376, 0.0)]
73.622534498443|1| [(0.29754637461155653, 1.7658641641610302, 0.0)], 
73.340126405829|1| [(1.4743804331713666, 3.1245094117863723, 0.0)]
